epoch,AUC_PR,accuracy,loss,val_AUC_PR,val_accuracy,val_loss
0,0.6538208723068237,0.5639204382896423,1.2737162113189697,0.8552594184875488,0.7381756901741028,0.7391342520713806
1,0.7341361045837402,0.6422821879386902,1.0613973140716553,0.8787801861763,0.7550675868988037,0.6373798847198486
2,0.7611700296401978,0.6496211886405945,0.9907832145690918,0.9087495803833008,0.7905405163764954,0.5476275682449341
3,0.7818701267242432,0.6785038113594055,0.9257956743240356,0.8882253170013428,0.7711148858070374,0.5946124196052551
4,0.7692103385925293,0.6560132503509521,0.960218608379364,0.9087564945220947,0.8125,0.554523766040802
5,0.7956341505050659,0.6901041865348816,0.8891258239746094,0.9189565181732178,0.806587815284729,0.5024362802505493
6,0.7995978593826294,0.6901041865348816,0.8833816647529602,0.9284645915031433,0.8209459185600281,0.4734255373477936
7,0.8012750148773193,0.6860795617103577,0.8768076300621033,0.9294753074645996,0.8277027010917664,0.45975619554519653
8,0.8126881718635559,0.6979166865348816,0.838880717754364,0.9403204321861267,0.8538851141929626,0.41493532061576843
9,0.8005754947662354,0.6830018758773804,0.8707979321479797,0.9378038644790649,0.8538851141929626,0.4264034926891327
10,0.8112152814865112,0.703125,0.8505250811576843,0.9372414350509644,0.8429054021835327,0.4313757121562958
11,0.8099764585494995,0.6957859992980957,0.8501598834991455,0.9363903999328613,0.8336148858070374,0.4310773015022278
12,0.8219941854476929,0.7151988744735718,0.827599287033081,0.939473032951355,0.8488175868988037,0.41367191076278687
13,0.8139181733131409,0.6993371248245239,0.8381999135017395,0.9442408084869385,0.8631756901741028,0.40441760420799255
14,0.8177780508995056,0.7047821879386902,0.8274779915809631,0.948579728603363,0.8606418967247009,0.3794482350349426
15,0.8204058408737183,0.7088068127632141,0.8241502642631531,0.93669193983078,0.8302364945411682,0.43793249130249023
16,0.827739953994751,0.7173295617103577,0.8043835759162903,0.9469109773635864,0.8657094836235046,0.3895036578178406
17,0.8261476755142212,0.7140151262283325,0.8037515878677368,0.9378243684768677,0.8564189076423645,0.4443335235118866
18,0.8312680125236511,0.7223011255264282,0.7876145243644714,0.9511449337005615,0.869087815284729,0.36416491866111755
19,0.8330106735229492,0.7241950631141663,0.7903069257736206,0.93822181224823,0.8420608043670654,0.42563292384147644
20,0.8395639657974243,0.7301136255264282,0.7637948393821716,0.9495677947998047,0.8564189076423645,0.38665926456451416
21,0.8354654908180237,0.7263257503509521,0.7801620960235596,0.946132481098175,0.8640202879905701,0.38912060856819153
22,0.829902172088623,0.7182765007019043,0.7946118712425232,0.9469525814056396,0.8699324131011963,0.39116883277893066
23,0.8364526033401489,0.7215909361839294,0.7758436799049377,0.9393476247787476,0.8336148858070374,0.42238420248031616
