FilePath,SegmentPath,Class,Duration,Origin,Subset
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00002.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00002.wav,Long_FinnedPilotWhale,1.9187755102040815,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00028.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00028.wav,Long_FinnedPilotWhale,1.6380045351473922,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00045.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00045.wav,Long_FinnedPilotWhale,0.9402267573696145,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00113.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00113.wav,Long_FinnedPilotWhale,1.204263038548753,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00108.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00108.wav,Long_FinnedPilotWhale,1.2421768707482994,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00111.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00111.wav,Long_FinnedPilotWhale,0.5646712018140589,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00094.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00094.wav,Long_FinnedPilotWhale,1.3048979591836736,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00079.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00079.wav,Long_FinnedPilotWhale,0.4830385487528345,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00084.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00084.wav,Long_FinnedPilotWhale,1.2856689342403629,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00063.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00063.wav,Long_FinnedPilotWhale,1.0899773242630386,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00014.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00014.wav,Long_FinnedPilotWhale,0.2070748299319728,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00010.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00010.wav,Long_FinnedPilotWhale,1.3300226757369615,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00141.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00141.wav,Long_FinnedPilotWhale,0.7090702947845805,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00046.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00046.wav,Long_FinnedPilotWhale,0.6898866213151927,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00062.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00062.wav,Long_FinnedPilotWhale,0.2580045351473923,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00139.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00139.wav,Long_FinnedPilotWhale,0.31405895691609975,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00133.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00133.wav,Long_FinnedPilotWhale,1.0853968253968254,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00130.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00130.wav,Long_FinnedPilotWhale,0.9908843537414966,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00050.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00050.wav,Long_FinnedPilotWhale,0.6267120181405895,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00042.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00042.wav,Long_FinnedPilotWhale,0.28235827664399094,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00083.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00083.wav,Long_FinnedPilotWhale,0.43918367346938775,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00089.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00089.wav,Long_FinnedPilotWhale,0.5461224489795918,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00018.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00018.wav,Long_FinnedPilotWhale,0.25746031746031744,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00132.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00132.wav,Long_FinnedPilotWhale,0.7655328798185941,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00023.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00023.wav,Long_FinnedPilotWhale,1.0602721088435374,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00121.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00121.wav,Long_FinnedPilotWhale,1.3109297052154194,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00055.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00055.wav,Long_FinnedPilotWhale,0.48943310657596373,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00073.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00073.wav,Long_FinnedPilotWhale,0.9029931972789116,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00080.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00080.wav,Long_FinnedPilotWhale,0.23210884353741496,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00131.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00131.wav,Long_FinnedPilotWhale,2.748480725623583,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00001.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00001.wav,Long_FinnedPilotWhale,1.1288888888888888,CIRCE Marine Mammals,train
../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00066.wav,../../Dataset/Audios/CIRCE/Long_FinnedPilotWhale/GM_00066.wav,Long_FinnedPilotWhale,1.192562358276644,CIRCE Marine Mammals,train
