FilePath,SegmentPath,Class,Duration,Origin,Subset
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_0.0_3.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_3.0_6.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_6.0_9.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_9.0_12.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_12.0_15.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_15.0_18.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_18.0_21.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_21.0_24.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_24.0_27.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_27.0_30.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_30.0_33.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_33.0_36.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_36.0_39.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_39.0_42.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_42.0_45.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_45.0_48.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_48.0_51.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_51.0_54.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_54.0_57.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_57.0_60.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_60.0_63.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_63.0_66.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_66.0_69.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_69.0_72.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_72.0_75.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_75.0_78.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_78.0_81.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_81.0_84.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_84.0_87.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_87.0_90.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_90.0_93.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_93.0_96.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_96.0_99.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_99.0_102.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_102.0_105.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
../../Dataset/Audios/Neus/Marine Mammals/Gm/alnitak_2001jul_SOLO_Gm_01.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_105.0_108.0.wav,Long_FinnedPilotWhale,3.0,Neus Marine Mammals,train
