File,Class,Duration
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7900501C.wav,White_sidedDolphin,2.521904761904762
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7500103L.wav,White_sidedDolphin,2.069886621315193
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7500103K.wav,White_sidedDolphin,2.215328798185941
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7900600X.wav,White_sidedDolphin,2.7422222222222223
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7800701F.wav,White_sidedDolphin,1.4370521541950114
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/6107202C.wav,White_sidedDolphin,2.591065759637188
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7800702D.wav,White_sidedDolphin,0.9570521541950113
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7900403F.wav,White_sidedDolphin,5.244852607709751
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/75001038.wav,White_sidedDolphin,2.0475283446712016
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7800702J.wav,White_sidedDolphin,1.0213605442176872
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7900400I.wav,White_sidedDolphin,2.358730158730159
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7900401I.wav,White_sidedDolphin,2.7760997732426302
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7900403Y.wav,White_sidedDolphin,17.03750566893424
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7500100P.wav,White_sidedDolphin,2.125714285714286
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7500100M.wav,White_sidedDolphin,2.125714285714286
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7900500N.wav,White_sidedDolphin,1.4180045351473922
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/6107201C.wav,White_sidedDolphin,1.787891156462585
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7500102H.wav,White_sidedDolphin,3.1775510204081634
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7500101F.wav,White_sidedDolphin,2.086530612244898
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/75001014.wav,White_sidedDolphin,1.9787755102040816
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/6107202F.wav,White_sidedDolphin,2.80140589569161
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7800700H.wav,White_sidedDolphin,8.55641723356009
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/61072009.wav,White_sidedDolphin,3.3680725623582766
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7500101E.wav,White_sidedDolphin,2.4293877551020406
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/6107200H.wav,White_sidedDolphin,1.727437641723356
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7900600Y.wav,White_sidedDolphin,2.057823129251701
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7500101Z.wav,White_sidedDolphin,2.3020408163265307
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7500103A.wav,White_sidedDolphin,2.0027664399092973
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7800702U.wav,White_sidedDolphin,0.8558730158730159
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7500103U.wav,White_sidedDolphin,2.9537868480725624
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/6107201K.wav,White_sidedDolphin,2.089251700680272
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7500102Y.wav,White_sidedDolphin,1.9692063492063492
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/6107200E.wav,White_sidedDolphin,2.059909297052154
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7900500X.wav,White_sidedDolphin,0.960952380952381
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/75001027.wav,White_sidedDolphin,2.3314285714285714
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7500103N.wav,White_sidedDolphin,2.215328798185941
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/6107500P.wav,White_sidedDolphin,0.26825396825396824
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/6107500D.wav,White_sidedDolphin,0.37709750566893424
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/75001025.wav,White_sidedDolphin,1.8024489795918368
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/6107202K.wav,White_sidedDolphin,3.1210430839002266
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/6107201G.wav,White_sidedDolphin,2.1920181405895693
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/61072022.wav,White_sidedDolphin,1.4337414965986395
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7900401L.wav,White_sidedDolphin,6.343854875283447
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7900400V.wav,White_sidedDolphin,2.860770975056689
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7500103R.wav,White_sidedDolphin,2.148208616780045
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7900403P.wav,White_sidedDolphin,7.262902494331065
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7900402F.wav,White_sidedDolphin,7.386439909297052
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/78007020.wav,White_sidedDolphin,5.038775510204082
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7500103B.wav,White_sidedDolphin,2.2377324263038547
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/79004040.wav,White_sidedDolphin,3.1945578231292515
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7900403H.wav,White_sidedDolphin,1.4617233560090703
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/61072032.wav,White_sidedDolphin,46.62929705215419
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/61072012.wav,White_sidedDolphin,2.3114285714285714
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/6107500Q.wav,White_sidedDolphin,0.6136961451247166
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7900600T.wav,White_sidedDolphin,2.826575963718821
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/6107201T.wav,White_sidedDolphin,2.4591836734693877
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/7500101A.wav,White_sidedDolphin,3.1444897959183673
../../Dataset/Audios/Watkins Marine Mammals/White_sidedDolphin/6107200V.wav,White_sidedDolphin,1.7413151927437642
